+------------+-----------------+-----+------+----------+----------+------+--------------------------------------+---------+
| joined     | IP              | orp | dirp | torv     | nickname | cc   | asn                                  | running |
| 2014-06-23 | 96.28.189.94    | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       1 |
| 2014-06-20 | 81.102.133.158  | 443 | 9030 | 0.2.4.23 | default  | gb   | Virgin Media Limited                 |       1 |
| 2014-06-17 | 77.21.124.228   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       1 |
| 2014-06-14 | 73.45.37.75     | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       1 |
| 2014-06-07 | 68.113.40.48    | 443 | 9030 | 0.2.4.23 | default  | us   | Charter Communications               |       1 |
| 2014-06-07 | 188.4.168.53    | 443 | 9030 | 0.2.4.23 | default  | gr   | Forthnet                             |       0 |
| 2014-06-02 | 78.218.156.194  | 443 | 9030 | 0.2.4.23 | default  | fr   | Free SAS                             |       0 |
| 2014-05-26 | 86.24.36.142    | 443 | 9030 | 0.2.4.23 | default  | gb   | Virgin Media Limited                 |       1 |
| 2014-05-25 | 100.37.3.209    | 443 | 9030 | 0.2.4.23 | default  | us   | MCI Communications Services, Inc. d  |       0 |
| 2014-05-06 | 89.2.131.218    | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       0 |
| 2014-04-30 | 78.198.180.205  | 443 | 9030 | 0.2.4.23 | default  | fr   | Free SAS                             |       0 |
| 2014-04-26 | 90.136.187.172  | 443 | 9030 | 0.2.4.23 | default  | de   | TELE2                                |       0 |
| 2014-04-20 | 77.199.231.175  | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       1 |
| 2014-04-18 | 78.42.146.23    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel BW GmbH                        |       1 |
| 2014-04-18 | 84.10.172.89    | 443 | 9030 | 0.2.4.23 | default  | pl   | Liberty Global Operations B.V.       |       1 |
| 2014-04-18 | 173.228.90.13   | 443 | 9030 | 0.2.4.23 | default  | us   | Sonic Telecom LLC                    |       1 |
| 2014-04-09 | 2.12.104.204    | 443 | 9030 | 0.2.4.23 | default  | fr   | Orange S.A.                          |       0 |
| 2014-04-06 | 206.116.100.192 | 443 | 9030 | 0.2.4.23 | default  | ca   | TELUS Communications Inc.            |       0 |
| 2014-03-25 | 210.145.92.235  | 443 | 9030 | 0.2.4.23 | default  | jp   | NTT Communications Corporation       |       0 |
| 2014-03-23 | 89.160.93.83    | 443 | 9030 | 0.2.4.23 | default  | se   | Bredband2 AB                         |       0 |
| 2014-03-20 | 58.4.238.158    | 443 | 9030 | 0.2.4.23 | default  | jp   | UCOM Corp.                           |       0 |
| 2014-03-17 | 113.197.146.254 | 443 | 9030 | 0.2.4.23 | default  | jp   | Internet Initiative Japan Inc.       |       0 |
| 2014-02-27 | 83.226.240.191  | 443 | 9030 | 0.2.4.23 | default  | se   | Telenor Norge AS                     |       0 |
| 2014-02-16 | 50.186.148.224  | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-02-15 | 94.134.68.90    | 443 | 9030 | 0.2.4.23 | default  | de   | Versatel Deutschland GmbH            |       0 |
| 2014-02-10 | 78.239.183.126  | 443 | 9030 | 0.2.4.23 | default  | fr   | Free SAS                             |       0 |
| 2014-02-10 | 62.143.215.200  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-02-09 | 24.9.175.96     | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-02-07 | 188.193.198.134 | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-01-27 | 90.217.221.250  | 443 | 9030 | 0.2.4.23 | default  | gb   | Sky UK Limited                       |       0 |
| 2014-01-25 | 80.121.97.112   | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       0 |
| 2014-01-24 | 62.78.217.138   | 443 | 9030 | 0.2.4.23 | default  | fi   | DNA Oy                               |       0 |
| 2014-01-15 | 46.10.100.215   | 443 | 9030 | 0.2.4.23 | default  | bg   | Bulgarian Telecommunications Compan  |       0 |
| 2014-01-14 | 213.114.116.99  | 443 | 9030 | 0.2.4.23 | default  | se   | Telenor Norge AS                     |       0 |
| 2014-01-11 | 93.128.7.58     | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-01-10 | 77.23.103.23    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-01-06 | 188.62.209.108  | 443 | 9030 | 0.2.4.23 | default  | ch   | Swisscom (Switzerland) Ltd           |       0 |
| 2013-12-27 | 87.240.229.30   | 443 | 9030 | 0.2.4.23 | default  | lu   | Entreprise des Postes et Telecommun  |       0 |
| 2013-12-22 | 88.153.244.189  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2013-12-20 | 90.231.72.149   | 443 | 9030 | 0.2.4.23 | default  | se   | TeliaSonera AB                       |       1 |
| 2013-12-12 | 95.90.12.84     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2013-12-11 | 5.56.205.68     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel BW GmbH                        |       0 |
| 2013-12-08 | 77.23.91.235    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2013-11-30 | 89.27.83.226    | 443 | 9030 | 0.2.4.23 | default  | fi   | DNA Oy                               |       1 |
| 2013-11-17 | 193.165.189.6   | 443 | 9030 | 0.2.4.23 | default  | cz   | PODA a.s.                            |       0 |
| 2013-11-13 | 37.128.50.48    | 443 | 9030 | 0.2.4.23 | default  | pl   | Netia SA                             |       0 |
| 2013-10-18 | 81.67.158.39    | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       0 |
| 2013-09-29 | 84.249.84.138   | 443 | 9030 | 0.2.4.23 | default  | fi   | TeliaSonera Finland Oyj              |       0 |
| 2013-09-26 | 85.169.111.217  | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       1 |
| 2013-09-06 | 213.227.250.183 | 443 | 9030 | 0.2.4.23 | default  | ua   | PRIVATE JOINT-STOCK COMPANY FARLEP-  |       1 |
| 2013-09-04 | 178.200.55.51   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2013-08-09 | 70.52.0.168     | 443 | 9030 | 0.2.4.23 | default  | ca   | Bell Canada                          |       1 |
| 2013-08-08 | 98.122.180.8    | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       0 |
| 2013-07-19 | 113.38.41.173   | 443 | 9030 | 0.2.4.23 | default  | jp   | UCOM Corp.                           |       0 |
| 2013-07-13 | 87.142.47.124   | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       1 |
| 2013-07-07 | 89.0.199.91     | 443 | 9030 | 0.2.4.23 | default  | de   | NetCologne GmbH                      |       0 |
| 2013-07-01 | 62.46.129.137   | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       1 |
| 2013-02-21 | 91.50.153.146   | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2012-10-19 | 68.183.169.91   | 443 | 9030 | 0.2.4.23 | default  | us   | DSL Extreme                          |       0 |
| 2012-09-18 | 77.192.240.8    | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
+------------+-----------------+-----+------+----------+----------+------+--------------------------------------+---------+
