+------------+-----------------+-----+------+----------+----------+------+--------------------------------------+---------+
| joined     | IP              | orp | dirp | torv     | nickname | cc   | asn                                  | running |
| 2015-03-08 | 37.24.29.183    | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-03-07 | 115.163.111.153 | 443 | 9030 | 0.2.4.23 | default  | jp   | So-net Entertainment Corporation     |       1 |
| 2015-03-05 | 151.248.143.137 | 443 | 9030 | 0.2.4.23 | default  | ch   | WWZ Telekom AG                       |       0 |
| 2015-03-03 | 77.174.140.70   | 443 | 9030 | 0.2.4.23 | default  | nl   | KPN B.V.                             |       0 |
| 2015-03-03 | 77.45.6.194     | 443 | 9030 | 0.2.4.23 | default  | pl   | ASTA-NET S.A.                        |       0 |
| 2015-03-01 | 135.19.221.82   | 443 | 9030 | 0.2.4.23 | default  | ca   | Videotron Telecom Ltee               |       0 |
| 2015-03-01 | 77.21.240.21    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-02-28 | 84.114.185.91   | 443 | 9030 | 0.2.4.23 | default  | at   | Liberty Global Operations B.V.       |       0 |
| 2015-02-26 | 124.215.18.241  | 443 | 9030 | 0.2.4.23 | default  | jp   | KDDI CORPORATION                     |       1 |
| 2015-02-25 | 89.189.78.184   | 443 | 9030 | 0.2.4.23 | default  | ye   | TeleYemen                            |       0 |
| 2015-02-25 | 5.164.144.70    | 443 | 9030 | 0.2.4.23 | default  | ru   | CJSC ER-Telecom Holding              |       1 |
| 2015-02-22 | 84.134.125.87   | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2015-02-21 | 109.91.221.246  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-02-18 | 92.106.26.197   | 443 | 9030 | 0.2.4.23 | default  | ch   | Swisscom (Switzerland) Ltd           |       0 |
| 2015-02-18 | 178.24.85.71    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-02-18 | 94.134.70.149   | 443 | 9030 | 0.2.4.23 | default  | de   | Versatel Deutschland GmbH            |       0 |
| 2015-02-16 | 92.27.214.18    | 443 | 9030 | 0.2.4.23 | default  | gb   | TalkTalk Communications Limited      |       1 |
| 2015-02-15 | 37.120.79.229   | 443 | 9030 | 0.2.4.23 | default  | de   | Tele Columbus AG                     |       0 |
| 2015-02-15 | 87.152.104.135  | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2015-02-10 | 31.17.145.133   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-02-10 | 84.29.213.167   | 443 | 9030 | 0.2.4.23 | default  | nl   | Ziggo B.V.                           |       0 |
| 2015-02-10 | 109.91.145.134  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-02-10 | 72.213.167.66   | 443 | 9030 | 0.2.4.23 | default  | us   | Cox Communications Inc.              |       0 |
| 2015-02-09 | 74.72.42.108    | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       1 |
| 2015-02-09 | 85.176.49.82    | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       1 |
| 2015-02-06 | 79.165.175.217  | 443 | 9030 | 0.2.4.23 | default  | ru   | OJSC Central telegraph               |       0 |
| 2015-02-06 | 176.190.40.169  | 443 | 9030 | 0.2.4.23 | default  | fr   | Bouygues Telecom SA                  |       0 |
| 2015-02-04 | 79.89.64.180    | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
| 2015-02-03 | 88.244.21.197   | 443 | 9030 | 0.2.4.23 | default  | tr   | Turk Telekomunikasyon Anonim Sirket  |       0 |
| 2015-02-01 | 1.53.230.195    | 443 | 9030 | 0.2.4.23 | default  | vn   | The Corporation for Financing & Pro  |       0 |
| 2015-02-01 | 2.89.122.94     | 443 | 9030 | 0.2.4.23 | default  | sa   | Saudi Telecom Company JSC            |       0 |
| 2015-01-31 | 112.205.216.139 | 443 | 9030 | 0.2.4.23 | default  | ph   | Philippine Long Distance Telephone   |       0 |
| 2015-01-29 | 77.174.249.134  | 443 | 9030 | 0.2.4.23 | default  | nl   | KPN B.V.                             |       1 |
| 2015-01-29 | 71.83.14.170    | 443 | 9030 | 0.2.4.23 | default  | us   | Charter Communications               |       0 |
| 2015-01-29 | 50.177.175.26   | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       1 |
| 2015-01-28 | 95.27.199.36    | 443 | 9030 | 0.2.4.23 | default  | ru   | OJSC Vimpelcom                       |       1 |
| 2015-01-27 | 91.114.169.221  | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       0 |
| 2015-01-26 | 176.104.84.232  | 443 | 9030 | 0.2.4.23 | default  | ua   | SPD Kurilov Sergiy Oleksandrovich    |       0 |
| 2015-01-26 | 72.53.124.45    | 443 | 9030 | 0.2.4.23 | default  | ca   | DISTRIBUTEL COMMUNICATIONS LTD.      |       0 |
| 2015-01-25 | 37.24.29.183    | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-01-24 | 82.236.126.246  | 443 | 9030 | 0.2.4.23 | default  | fr   | Free SAS                             |       1 |
| 2015-01-24 | 77.223.75.207   | 443 | 9030 | 0.2.4.23 | default  | ru   | ZAO AKADO-Ekaterinburg               |       0 |
| 2015-01-23 | 101.176.122.252 | 443 | 9030 | 0.2.4.23 | default  | au   | Telstra Pty Ltd                      |       0 |
| 2015-01-21 | 95.89.62.21     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-01-20 | 212.197.137.152 | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       0 |
| 2015-01-20 | 178.25.25.167   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-01-19 | 105.107.58.44   | 443 | 9030 | 0.2.4.23 | default  | dz   | ALGTEL-AS                            |       1 |
| 2015-01-16 | 96.244.97.52    | 443 | 9030 | 0.2.4.23 | default  | us   | MCI Communications Services, Inc. d  |       0 |
| 2015-01-15 | 97.101.200.122  | 443 | 9030 | 0.2.4.23 | default  | us   | BRIGHT HOUSE NETWORKS, LLC           |       0 |
| 2015-01-14 | 75.186.8.223    | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       0 |
| 2015-01-13 | 188.243.4.139   | 443 | 9030 | 0.2.4.23 | default  | ru   | SkyNet Ltd.                          |       0 |
| 2015-01-12 | 122.31.55.204   | 443 | 9030 | 0.2.4.23 | default  | jp   | NTT Communications Corporation       |       1 |
| 2015-01-11 | 89.135.202.134  | 443 | 9030 | 0.2.4.23 | default  | hu   | Liberty Global Operations B.V.       |       0 |
| 2015-01-11 | 24.137.240.119  | 443 | 9030 | 0.2.4.23 | default  | pr   | San Juan Cable, LLC                  |       0 |
| 2015-01-10 | 178.201.202.171 | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-01-09 | 86.56.100.27    | 443 | 9030 | 0.2.4.23 | default  | de   | Tele Columbus AG                     |       0 |
| 2015-01-09 | 186.107.1.199   | 443 | 9030 | 0.2.4.23 | default  | cl   | TELEFÓNICA CHILE S.A.                |       0 |
| 2015-01-08 | 80.121.2.88     | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       0 |
| 2015-01-08 | 37.5.104.139    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-01-07 | 176.189.38.65   | 443 | 9030 | 0.2.4.23 | default  | fr   | Bouygues Telecom SA                  |       0 |
| 2015-01-06 | 31.17.192.200   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-01-05 | 189.167.135.59  | 443 | 9030 | 0.2.4.23 | default  | mx   | Uninet S.A. de C.V.                  |       0 |
| 2015-01-02 | 85.177.167.81   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2015-01-01 | 62.143.167.160  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2015-01-01 | 95.91.2.128     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2015-01-01 | 88.152.202.54   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-12-31 | 114.172.173.88  | 443 | 9030 | 0.2.4.23 | default  | jp   | NTT Communications Corporation       |       0 |
| 2014-12-30 | 108.6.254.64    | 443 | 9030 | 0.2.4.23 | default  | us   | MCI Communications Services, Inc. d  |       0 |
| 2014-12-30 | 73.170.88.135   | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-12-29 | 184.94.226.34   | 443 | 9030 | 0.2.4.23 | default  | us   | City of Windom                       |       1 |
| 2014-12-26 | 87.115.13.55    | 443 | 9030 | 0.2.4.23 | default  | gb   | PlusNet plc.                         |       1 |
| 2014-12-26 | 92.192.82.115   | 443 | 9030 | 0.2.4.23 | default  | de   | QSC AG                               |       0 |
| 2014-12-23 | 88.117.124.161  | 443 | 9030 | 0.2.4.23 | default  | at   | A1 Telekom Austria AG                |       0 |
| 2014-12-23 | 86.211.185.197  | 443 | 9030 | 0.2.4.23 | default  | fr   | Orange S.A.                          |       0 |
| 2014-12-22 | 77.224.229.88   | 443 | 9030 | 0.2.4.23 | default  | es   | VODAFONE ESPANA S.A.U.               |       0 |
| 2014-12-21 | 89.211.75.57    | 443 | 9030 | 0.2.4.23 | default  | qa   | Ooredoo Q.S.C.                       |       1 |
| 2014-12-17 | 94.135.128.125  | 443 | 9030 | 0.2.4.23 | default  | de   | Versatel Deutschland GmbH            |       0 |
| 2014-12-16 | 31.18.125.155   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-12-16 | 74.101.173.110  | 443 | 9030 | 0.2.4.23 | default  | us   | MCI Communications Services, Inc. d  |       0 |
| 2014-12-16 | 31.134.85.109   | 443 | 9030 | 0.2.4.23 | default  | ua   | TOV Teleradiocompany Intermedia      |       1 |
| 2014-12-15 | 91.64.239.43    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-12-14 | 85.182.26.177   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-12-13 | 81.132.131.23   | 443 | 9030 | 0.2.4.23 | default  | gb   | BT Public Internet Service           |       0 |
| 2014-12-13 | 2.219.14.48     | 443 | 9030 | 0.2.4.23 | default  | gb   | Sky UK Limited                       |       0 |
| 2014-12-12 | 186.147.104.83  | 443 | 9030 | 0.2.4.23 | default  | co   | Telmex Colombia S.A.                 |       0 |
| 2014-12-11 | 85.180.102.135  | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-12-10 | 188.193.180.106 | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-12-09 | 89.157.221.78   | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       0 |
| 2014-12-08 | 91.64.214.92    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-12-06 | 85.113.145.82   | 443 | 9030 | 0.2.4.23 | default  | ru   | Intercon JSC                         |       1 |
| 2014-12-04 | 178.203.120.170 | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-12-03 | 93.195.197.2    | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2014-12-01 | 82.221.229.174  | 443 | 9030 | 0.2.4.23 | default  | is   | 365 - midlar ehf                     |       0 |
| 2014-11-29 | 86.101.13.27    | 443 | 9030 | 0.2.4.23 | default  | hu   | Liberty Global Operations B.V.       |       0 |
| 2014-11-27 | 90.146.237.211  | 443 | 9030 | 0.2.4.23 | default  | at   | LIWEST Kabelfernsehen Errichtungs-   |       0 |
| 2014-11-26 | 189.239.26.20   | 443 | 9030 | 0.2.4.23 | default  | mx   | Uninet S.A. de C.V.                  |       0 |
| 2014-11-26 | 95.143.21.154   | 443 | 9030 | 0.2.4.23 | default  | ru   | Azimut-R Ltd.                        |       0 |
| 2014-11-24 | 78.24.27.97     | 443 | 9030 | 0.2.4.23 | default  | ru   | JSC Firm Progress                    |       0 |
| 2014-11-24 | 79.213.255.146  | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2014-11-22 | 78.120.108.65   | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
| 2014-11-21 | 187.242.66.119  | 443 | 9030 | 0.2.4.23 | default  | mx   | Mega Cable, S.A. de C.V.             |       0 |
| 2014-11-21 | 217.249.50.63   | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2014-11-20 | 130.149.200.12  | 443 | 9030 | 0.2.4.23 | default  | de   | Verein zur Foerderung eines Deutsch  |       1 |
| 2014-11-20 | 109.125.102.87  | 443 | 9030 | 0.2.4.23 | default  | de   | AS for KMS Munich                    |       0 |
| 2014-11-20 | 89.182.49.219   | 443 | 9030 | 0.2.4.23 | default  | de   | htp GmbH                             |       0 |
| 2014-11-19 | 84.118.53.40    | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-11-19 | 37.5.15.174     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-11-19 | 176.199.64.87   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-11-15 | 95.89.121.231   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-11-14 | 88.179.192.130  | 443 | 9030 | 0.2.4.23 | default  | fr   | Free SAS                             |       0 |
| 2014-11-13 | 85.179.61.157   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-11-12 | 93.203.66.80    | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       0 |
| 2014-11-10 | 122.16.81.75    | 443 | 9030 | 0.2.4.23 | default  | jp   | NTT Communications Corporation       |       0 |
| 2014-11-09 | 70.191.237.170  | 443 | 9030 | 0.2.4.23 | default  | us   | Cox Communications Inc.              |       0 |
| 2014-11-06 | 190.49.54.122   | 443 | 9030 | 0.2.4.23 | default  | ar   | Telefonica de Argentina              |       0 |
| 2014-11-04 | 178.200.156.169 | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-11-04 | 77.20.83.67     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       1 |
| 2014-11-01 | 217.50.207.13   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-10-30 | 46.162.146.211  | 443 | 9030 | 0.2.4.23 | default  | fr   | LASOTEL SARL                         |       0 |
| 2014-10-30 | 73.204.165.116  | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-10-27 | 95.64.203.14    | 443 | 9030 | 0.2.4.23 | default  | ru   | Closed Joint Stock Company MultyKab  |       0 |
| 2014-10-27 | 109.91.197.118  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-10-26 | 89.203.2.174    | 443 | 9030 | 0.2.4.23 | default  | kw   | Fast Telecommunications Company W.L  |       1 |
| 2014-10-25 | 185.10.29.247   | 443 | 9030 | 0.2.4.23 | default  | no   | Signal Bredband AS                   |       1 |
| 2014-10-25 | 123.1.160.137   | 443 | 9030 | 0.2.4.23 | default  | hk   | AS number for New World Telephone L  |       1 |
| 2014-10-21 | 37.5.34.233     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-10-20 | 178.24.87.199   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-10-20 | 137.189.204.36  | 443 | 9030 | 0.2.4.23 | default  | hk   | The Chinese University of Hong Kong  |       0 |
| 2014-10-20 | 181.162.37.231  | 443 | 9030 | 0.2.4.23 | default  | cl   | TELEFÓNICA CHILE S.A.                |       0 |
| 2014-10-18 | 95.238.27.72    | 443 | 9030 | 0.2.4.23 | default  | it   | Telecom Italia S.p.a.                |       1 |
| 2014-10-17 | 173.89.238.13   | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       0 |
| 2014-10-16 | 146.52.15.197   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-10-16 | 94.219.180.79   | 443 | 9030 | 0.2.4.23 | default  | de   | Vodafone GmbH                        |       0 |
| 2014-10-16 | 37.204.166.210  | 443 | 9030 | 0.2.4.23 | default  | ru   | OJSC Rostelecom                      |       0 |
| 2014-10-15 | 109.192.225.111 | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel BW GmbH                        |       0 |
| 2014-10-15 | 68.228.45.69    | 443 | 9030 | 0.2.4.23 | default  | us   | Cox Communications Inc.              |       1 |
| 2014-10-13 | 80.219.209.13   | 443 | 9030 | 0.2.4.23 | default  | ch   | Liberty Global Operations B.V.       |       0 |
| 2014-10-12 | 84.108.132.72   | 443 | 9030 | 0.2.4.23 | default  | il   | Bezeqint Internet Backbone           |       0 |
| 2014-10-12 | 37.120.56.148   | 443 | 9030 | 0.2.4.23 | default  | de   | Tele Columbus AG                     |       0 |
| 2014-10-11 | 92.224.161.165  | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-10-08 | 31.25.121.220   | 443 | 9030 | 0.2.4.23 | default  | ch   | Glattwerk AG                         |       0 |
| 2014-10-08 | 167.60.15.91    | 443 | 9030 | 0.2.4.23 | default  | uy   | Administracion Nacional de Telecomu  |       0 |
| 2014-10-06 | 70.180.103.254  | 443 | 9030 | 0.2.4.23 | default  | us   | Cox Communications Inc.              |       1 |
| 2014-10-05 | 88.132.253.168  | 443 | 9030 | 0.2.4.23 | default  | hu   | HIR-SAT 2000 Szolgaltato es Kereske  |       0 |
| 2014-10-05 | 119.240.72.224  | 443 | 9030 | 0.2.4.23 | default  | jp   | BIGLOBE Inc.                         |       0 |
| 2014-10-05 | 31.11.1.62      | 443 | 9030 | 0.2.4.23 | default  | ch   | ImproWare AG                         |       0 |
| 2014-10-05 | 88.229.217.243  | 443 | 9030 | 0.2.4.23 | default  | tr   | Turk Telekomunikasyon Anonim Sirket  |       0 |
| 2014-10-03 | 69.142.222.116  | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-09-30 | 5.129.245.77    | 443 | 9030 | 0.2.4.23 | default  | ru   | Metroset Ltd.                        |       1 |
| 2014-09-30 | 58.164.103.148  | 443 | 9030 | 0.2.4.23 | default  | au   | Telstra Pty Ltd                      |       0 |
| 2014-09-30 | 69.253.169.226  | 443 | 9030 | 0.2.4.23 | default  | us   | Comcast Cable Communications, Inc.   |       0 |
| 2014-09-30 | 151.232.236.191 | 443 | 9030 | 0.2.4.23 | default  | ir   | PJSC Fars Telecommunication Company  |       0 |
| 2014-09-28 | 77.145.34.5     | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
| 2014-09-27 | 68.195.108.189  | 443 | 9030 | 0.2.4.23 | default  | us   | Cablevision Systems Corp.            |       1 |
| 2014-09-26 | 95.119.94.122   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-09-24 | 186.18.223.77   | 443 | 9030 | 0.2.4.23 | default  | ar   | Telecentro S.A.                      |       0 |
| 2014-09-24 | 46.223.106.21   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel BW GmbH                        |       0 |
| 2014-09-22 | 81.30.221.251   | 443 | 9030 | 0.2.4.23 | default  | ru   | OJSC Ufanet                          |       1 |
| 2014-09-21 | 31.17.171.134   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-09-20 | 88.136.8.7      | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
| 2014-09-19 | 151.75.243.248  | 443 | 9030 | 0.2.4.23 | default  | it   | WIND                                 |       0 |
| 2014-09-18 | 31.19.224.5     | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-09-17 | 201.161.216.180 | 443 | 9030 | 0.2.4.23 | default  | mx   | Cable y Comunicacion de Campeche, S  |       0 |
| 2014-09-16 | 84.56.17.42     | 443 | 9030 | 0.2.4.23 | default  | de   | Vodafone GmbH                        |       0 |
| 2014-09-16 | 149.172.20.206  | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel BW GmbH                        |       0 |
| 2014-09-15 | 62.93.101.95    | 443 | 9030 | 0.2.4.23 | default  | at   | JM-DATA GmbH                         |       0 |
| 2014-09-15 | 77.22.210.219   | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-09-14 | 95.118.15.199   | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       0 |
| 2014-09-14 | 84.117.102.103  | 443 | 9030 | 0.2.4.23 | default  | ro   | Liberty Global Operations B.V.       |       0 |
| 2014-09-13 | 31.32.84.72     | 443 | 9030 | 0.2.4.23 | default  | fr   | Bouygues Telecom SA                  |       0 |
| 2014-09-13 | 188.104.204.160 | 443 | 9030 | 0.2.4.23 | default  | de   | Vodafone GmbH                        |       0 |
| 2014-09-07 | 2.90.195.111    | 443 | 9030 | 0.2.4.23 | default  | sa   | Saudi Telecom Company JSC            |       0 |
| 2014-09-07 | 211.202.44.45   | 443 | 9030 | 0.2.4.23 | default  | kr   | Hanaro Telecom Inc.                  |       0 |
| 2014-09-06 | 24.196.43.66    | 443 | 9030 | 0.2.4.23 | default  | us   | Charter Communications               |       0 |
| 2014-09-03 | 84.118.181.53   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-09-02 | 222.229.111.80  | 443 | 9030 | 0.2.4.23 | default  | jp   | Community Network Center Inc.        |       0 |
| 2014-09-02 | 151.31.76.37    | 443 | 9030 | 0.2.4.23 | default  | it   | WIND                                 |       0 |
| 2014-09-01 | 46.182.132.90   | 443 | 9030 | 0.2.4.23 | default  | ru   | Closed Joint Stock Company SibTrans  |       1 |
| 2014-09-01 | 77.5.112.33     | 443 | 9030 | 0.2.4.23 | default  | de   | Telefonica Germany GmbH & Co.OHG     |       1 |
| 2014-09-01 | 81.64.5.104     | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       0 |
| 2014-08-30 | 81.64.230.253   | 443 | 9030 | 0.2.4.23 | default  | fr   | NC Numericable S.A.                  |       0 |
| 2014-08-30 | 82.26.32.176    | 443 | 9030 | 0.2.4.23 | default  | gb   | Virgin Media Limited                 |       1 |
| 2014-08-25 | 175.145.186.54  | 443 | 9030 | 0.2.4.23 | default  | my   | TM Net, Internet Service Provider    |       1 |
| 2014-08-24 | 93.200.211.55   | 443 | 9030 | 0.2.4.23 | default  | de   | Deutsche Telekom AG                  |       1 |
| 2014-08-20 | 42.112.19.201   | 443 | 9030 | 0.2.4.23 | default  | vn   | The Corporation for Financing & Pro  |       1 |
| 2014-08-18 | 88.152.59.151   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-08-18 | 61.215.52.206   | 443 | 9030 | 0.2.4.23 | default  | jp   | KDDI CORPORATION                     |       0 |
| 2014-08-18 | 88.152.59.151   | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-08-16 | 175.156.87.205  | 443 | 9030 | 0.2.4.23 | default  | sg   | MobileOne Ltd. Mobile/Internet Serv  |       0 |
| 2014-08-15 | 24.134.171.200  | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       1 |
| 2014-08-15 | 89.249.133.165  | 443 | 9030 | 0.2.4.23 | default  | ru   | Open Joint Stock Company Center of   |       0 |
| 2014-08-10 | 88.138.223.186  | 443 | 9030 | 0.2.4.23 | default  | fr   | Societe Francaise du Radiotelephone  |       0 |
| 2014-08-09 | 92.232.156.128  | 443 | 9030 | 0.2.4.23 | default  | gb   | Virgin Media Limited                 |       0 |
| 2014-08-08 | 176.199.30.206  | 443 | 9030 | 0.2.4.23 | default  | de   | Liberty Global Operations B.V.       |       0 |
| 2014-08-06 | 116.83.31.147   | 443 | 9030 | 0.2.4.23 | default  | jp   | FUJITSU LIMITED                      |       1 |
| 2014-08-06 | 88.64.3.90      | 443 | 9030 | 0.2.4.23 | default  | de   | Vodafone GmbH                        |       0 |
| 2014-08-06 | 219.109.200.9   | 443 | 9030 | 0.2.4.23 | default  | jp   | Tokyo Cable Network.,INC             |       1 |
| 2014-08-06 | 193.169.37.72   | 443 | 9030 | 0.2.4.23 | default  | ru   | MTS OJSC                             |       0 |
| 2014-08-03 | 184.3.210.252   | 443 | 9030 | 0.2.4.23 | default  | us   | Qwest Communications Company, LLC    |       0 |
| 2014-08-03 | 66.108.14.236   | 443 | 9030 | 0.2.4.23 | default  | us   | Time Warner Cable Internet LLC       |       0 |
| 2014-08-01 | 77.23.119.50    | 443 | 9030 | 0.2.4.23 | default  | de   | Kabel Deutschland Vertrieb und Serv  |       0 |
| 2014-07-31 | 189.190.77.108  | 443 | 9030 | 0.2.4.23 | default  | mx   | Uninet S.A. de C.V.                  |       0 |
| 2014-07-28 | 41.107.110.176  | 443 | 9030 | 0.2.4.23 | default  | dz   | ALGTEL-AS                            |       0 |
| 2014-07-27 | 62.122.94.237   | 443 | 9030 | 0.2.4.23 | default  | ru   | ZAO Group Tower Telecom              |       0 |
| 2014-07-24 | 77.250.232.83   | 443 | 9030 | 0.2.4.23 | default  | nl   | Liberty Global Operations B.V.       |       0 |
| 2014-07-23 | 141.239.243.208 | 443 | 9030 | 0.2.4.23 | default  | us   | Hawaiian Telcom Services Company, I  |       1 |
| 2014-07-17 | 72.253.92.44    | 443 | 9030 | 0.2.4.23 | default  | us   | Hawaiian Telcom Services Company, I  |       1 |
| 2014-07-17 | 87.212.150.175  | 443 | 9030 | 0.2.4.23 | default  | nl   | Tele 2 Nederland B.V.                |       0 |
| 2014-07-15 | 94.253.77.121   | 443 | 9030 | 0.2.4.23 | default  | ru   | Flex Ltd                             |       1 |
| 2014-07-05 | 89.237.45.59    | 443 | 9030 | 0.2.4.23 | default  | ru   | Closed Joint Stock Company TransTel  |       0 |
| 2014-07-03 | 217.19.24.216   | 443 | 9030 | 0.2.4.23 | default  | nl   | Cambrium IT Services B.V.            |       1 |
